scan_date,point_card_id,store_id,employee_id,shoe_sold,shoe_exist_in_db,shoes_marked_sold_rwa,insole_sold,shoe_functional,size_recommendation,safesize_code,scanner_id,created_at
2025-09-08,,10460,5555555,,,,,,,2500032302519,SC7-1231,
2025-09-08,,09265,5208859,,,,,1,,2500070635426,SC7-J29,
2025-09-08,,10420,2058001,,,,,,,2500052439905,SC7-787,
2025-09-08,,10462,3222962,,,,,1,,2500016483111,SC7-J68,
2025-09-08,,10390,3225745,,,,,,,2500036251042,SC7-A67,
2025-09-08,,10488,3226832,,,,,,,2500036231242,SC7-A44,
2025-09-08,,10522,5555555,,,,,1,,2500066399103,SC7-I93,
2025-09-08,,10528,3228331,,,,,,,2500037097397,SC7-A57,
2025-09-08,,10474,3222139,,,,,,,2500052233473,SC7-991,
2025-09-08,,10275,3208170,,,,,,,2500051458105,SC7-973,
2025-09-08,,10517,2911150,,,,,,,2500013679425,SC7-J58,
2025-09-08,,10529,3215785,,,,,,,2500009330415,SC7-1154,
2025-09-08,,10327,2327013,,,,,,,2500003486743,SC7-928,
2025-09-08,,10522,5555555,,,,,1,,2500015577316,SC7-K04,
2025-09-08,,10522,5555555,,,,,1,,2500018137500,SC7-K04,
2025-09-08,,10420,3200817,,,,,,,2500050569352,SC7-787,
2025-09-08,,10371,3224787,,,,,1,,2500076113966,SC7-966,
2025-09-08,,10515,3224884,,,,,,,2500044156896,SC7-J38,
2025-09-08,,10492,3229202,,,,,1,,2500049813787,SC7-I88,
2025-09-08,,10299,3224769,,,,,,,2500053003587,SC7-M03,
2025-09-08,,10519,3002791,,,,,,,2500056553300,SC7-J61,
2025-09-08,,10453,3226112,,,,,,,2500008544691,SC7-A34,
2025-09-08,,10029,3202826,,,,,,,2500060813520,SC7-927,
2025-09-08,,10507,3002608,,,,,,,2500046857395,,
2025-09-08,,10309,5555555,,,,,1,,2500081142890,SC7-1185,
2025-09-08,,10468,3227803,,,,,1,,2500050082080,SC7-J78,
2025-09-08,,10445,3225402,,,,,,,2500048939761,SC7-1235,
2025-09-08,,10419,3228832,,,,,,,2500055479885,SC7-A32,
2025-09-08,,10504,3229153,,,,,1,,2500033437944,SC7-947,
2025-09-08,,10316,2103267,,,,,,,2500061938604,SC7-978,
2025-09-08,,20250,1800798,,,,,,,2500028564228,SC7-949,
2025-09-08,,10495,3225306,,,,,,,2500065916332,SC7-946,
2025-09-08,,10247,2107152,,,,,,,2500071183919,SC7-J02,
2025-09-08,,10419,2115031,,,,,,,2500044389003,,
2025-09-08,,10481,3002582,,,,,1,,2500076609025,SC7-I96,
2025-09-08,,10386,3223987,,,,,,,2500015343546,SC7-A76,
2025-09-08,,10528,3206137,,,,,,,2500039932856,SC7-A57,
2025-09-08,,10514,3228205,,,,,,,2500058620376,SC7-A68,
2025-09-08,,10468,3227803,,,,,,,2500001475756,SC7-J78,
2025-09-08,,10508,2914174,,,,,1,,2500010430579,SC7-J67,
2025-09-08,,09264,5208766,,,,,,,,,
2025-09-08,,00040,5555555,,,,,,,2500020416174,SC7-L92,
2025-09-08,,10390,3225745,,,,,,,2500055767869,SC7-A67,
2025-09-08,,10473,3222172,,,,,,,2500062497445,SC7-1171,
2025-09-08,,10514,3228205,,,,,,,2500028835083,SC7-A68,
2025-09-08,,10453,3223944,,,,,,,2500063632548,SC7-A34,
2025-09-08,,10460,3211456,,,,,1,,2500047155568,SC7-996,
2025-09-08,,10412,2060009,,,,,,,2500022993352,SC7-997,
2025-09-08,,10372,3229020,,,,,,,2500005504711,SC7-A63,
2025-09-08,,10461,2053016,,,,,,,2500079729713,SC7-F10,
2025-09-08,,10492,3002711,,,,,1,,2500019508248,SC7-I88,
2025-09-08,,40040,3208436,,,,,1,1,2500071193987,SC7-E89,
2025-09-08,,20216,0033618,,,,,1,1,2500032097996,SC7-F90,
2025-09-08,,10390,3225745,,,,,,,2500061394721,SC7-A67,
2025-09-08,,10331,5555555,,,,,1,,2500077479917,SC7-1249,
2025-09-08,,10386,3227463,,,,,,,2500073618143,SC7-A76,
2025-09-08,,10266,2116614,,,,,,,2500059159134,SC7-I94,
2025-09-08,,10179,3229092,,,,,,,2500054674595,SC7-I91,
2025-09-08,,10481,5555555,,,,,1,1,2500026365957,SC7-1186,
2025-09-08,,10420,3226758,,,,,,,2500003178969,SC7-1196,
2025-09-08,,20016,0500499,,,,,,,2500077734108,SC7-F88,
2025-09-08,,10493,3002240,,,,,1,,2500077450732,SC7-E98,
2025-09-08,,10482,3221800,,,,,,,2500050015743,SC7-999,
2025-09-08,,10346,3226794,,,,,,,2500059103144,SC7-J75,
2025-09-08,,10505,3228207,,,,,1,1,2500018157300,SC7-1132,
2025-09-08,,10492,3218632,,,,,,,2500049486431,,
2025-09-08,,10415,3221910,,,,,,,2500077219247,SC7-A25,
2025-09-08,,10327,3222664,,,,,1,,2500012259703,SC7-928,
2025-09-08,,10294,2294022,,,,,,,2500033444836,SC7-1180,
2025-09-08,,10222,3223896,,,,,,,2500063935212,SC7-A03,
2025-09-08,,10355,3213499,,,,,1,1,2500074964980,SC7-A46,
2025-09-08,,09160,5200646,,,,,1,1,2500078917654,SC7-F13,
2025-09-08,,20194,0381290,,,,,,,2500054879112,SC7-E29,
2025-09-08,,10386,2063344,,,,,1,,2500017632099,SC7-A76,
2025-09-08,,09236,5000671,,,,,1,1,2500067016498,SC7-F09,
2025-09-08,,10482,3227450,,,,,,,2500065008402,SC7-999,
2025-09-08,,10531,3226468,,,,,,,2500049476982,SC7-1573,
2025-09-08,,10502,0883615,,,,,,,2500035957822,SC7-1206,
2025-09-08,,10282,2066094,,,,,,,2500030565145,SC7-A26,
2025-09-08,,10324,3206672,,,,,,,2500001746337,SC7-A82,
2025-09-08,,10521,3227585,,,,,,,2500060001347,SC7-J63,
2025-09-08,,10528,3227795,,,,,,,2500000452000,SC7-A57,
2025-09-08,,10364,2212059,,,,,1,1,2500070691415,SC7-1253,
2025-09-08,,10420,3200817,,,,,,,2500061106621,SC7-787,
2025-09-08,, 9260,4060182,,,,,1,1,2500050896700,SC7-998,
2025-09-08,,10518,3002803,,,,,1,,2500069530145,SC7-J60,
2025-09-08,,10352,2914486,,,,,,,2500047145491,SC7-988,
2025-09-08,,10438,3221398,,,,,1,1,2500065018135,SC7-1164,
2025-09-08,,10283,5555555,,,,,1,,2500037668863,SC7-1213,
2025-09-08,,10525,3210615,,,,,,,2500082553169,SC7-1233,
2025-09-08,,10316,2913333,,,,,,,2500031104183,SC7-1274,
2025-09-08,,10429,3225133,,,,,1,1,2500075526101,SC7-777,
2025-09-08,,10445,3225402,,,,,,,2500058822336,SC7-1235,
2025-09-08,,10420,3226758,,,,,,,2500081664415,SC7-1196,
2025-09-08,,10529,3215785,,,,,,,2500040425354,SC7-1154,
2025-09-08,,10018,3002885,,,,,,,2500073131246,SC7-A84,
2025-09-08,,10306,3227811,,,,,,,2500034586924,SC7-1162,
2025-09-08,,20249,0905290,,,,,1,1,2500014501336,SC7-A54,
2025-09-08,,10508,3228064,,,,,,,2500053010752,SC7-D84,
2025-09-08,,10198,2913336,,,,,1,1,2500026639096,SC7-882,
2025-09-08,,10529,3215785,,,,,,,2500018164193,SC7-1154,
2025-09-08,,10299,3221357,,,,,1,1,2500074406145,SC7-M03,
2025-09-08,,10519,3227599,,,,,1,,2500074723426,SC7-1121,
2025-09-08,,10405,3227504,,,,,,,2500046867745,SC7-I92,
2025-09-08,,10467,2121190,,,,,1,,2500032605801,SC7-1159,
2025-09-08,,09228,5555555,,,,,1,1,2500013967522,SC7-J36,
2025-09-08,,10502,0883615,,,,,,,2500077701674,SC7-A65,
2025-09-08,,10493,3220824,,,,,1,1,2500006890929,SC7-E98,
2025-09-08,,10314,2115003,,,,,,,2500049520685,,
2025-09-08,,10309,5555555,,,,,1,,2500020950609,SC7-1185,
2025-09-08,,10514,3228205,,,,,1,1,2500051728680,SC7-A68,
2025-09-08,,10327,3227031,,,,,1,,2500016246501,SC7-A10,
2025-09-08,,10386,3211172,,,,,1,1,2500016539726,SC7-A76,
2025-09-08,,10504,3229152,,,,,1,1,2500070417992,SC7-1215,
2025-09-08,,10389,2065170,,,,,,,2500068776513,SC7-986,
2025-09-08,,10461,2053016,,,,,,,2500048119798,SC7-F10,
2025-09-08,,10445,3225402,,,,,,,2500032903280,SC7-1235,
2025-09-08,,10481,5555555,,,,,1,,2500065867238,SC7-1186,
2025-09-08,,10331,2066757,,,,,,,2500010856096,SC7-1155,
2025-09-08,,10299,3002863,,,,,,,2500072015899,SC7-A71,
2025-09-08,,10331,3207671,,,,,,,2500081135724,SC7-1155,
2025-09-08,,10281,2281081,,,,,,,2500045831082,SC7-A11,
2025-09-08,,10529,3229065,,,,,1,1,2500001273796,SC7-M07,
2025-09-08,,10420,3200817,,,,,,,2500081957517,SC7-787,
2025-09-08,,10277,3208272,,,1,,1,1,2500082572962,SC7-A17,
2025-09-08,,10350,2912489,,,,,1,,2500066138092,SC7-A70,
2025-09-08,,20310,1005356,,,,,1,1,2500041257336,SC7-A59,
2025-09-08,,10207,3228867,,,,,1,,2500067848358,SC7-930,
2025-09-08,,10390,3225745,,,,,,,2500003476676,SC7-A67,
2025-09-08,,10207,3228867,,,,,,,2500083404828,SC7-930,
2025-09-08,,10327,3222664,,,,,,,2500049466631,SC7-928,
2025-09-08,,10331,5555555,,,,,,,2500035419061,,
2025-09-08,,10371,3228069,,,,,,,2500002019638,SC7-M11,
2025-09-08,,10438,3229018,,,,,,,2500027217385,,
2025-09-08,,10297,2063503,,,,,1,1,2500052964339,SC7-E32,
2025-09-08,,10426,2121115,,,,,,,2500030786908,SC7-A27,
2025-09-08,,i (32,5555555,,,,,1,1,2500033999060,SC7-1580,
2025-09-08,,10314,3210264,,,,,,,2500025140364,SC7-A01,
2025-09-08,,10524,3225824,,,,,,,2500033762114,SC7-984,
2025-09-08,,10433,2123316,,,,,1,,2500023562267,SC7-981,
2025-09-08,,10530,3221322,,,,,,,2500065860345,SC7-K96,
2025-09-08,,10346,3226794,,,,,1,,2500001803108,SC7-J75,
2025-09-08,,10482,3227450,,,,,1,,2500082769690,SC7-999,
2025-09-08,,09265,5208859,,,,,1,,2500039639915,SC7-J29,
2025-09-08,,10196,3214970,,,,,,,2500024357206,SC7-933,
2025-09-08,,10508,3228064,,,,,,,2500030506094,SC7-D84,
2025-09-08,,20188,1002366,,,,,,,2500057658585,SC7-F92,
2025-09-08,,10299,3228570,,,,,,,2500059432435,SC7-A71,
2025-09-08,,10458,3223031,,,,,,,2500008205332,SC7-A08,
2025-09-08,,00040,5555555,,,,,1,1,2500029991115,SC7-L92,
2025-09-08,,10179,3227427,,,,,,,2500048622489,SC7-I91,
2025-09-08,,10474,2083139,,,,,,,2500079740060,SC7-991,
2025-09-08,,a (55,5555555,,,,,,,,,
2025-09-08,,10525,3227051,,,,,,,2500055701641,SC7-J17,
2025-09-08,,10179,3001920,,,,,,,2500041948890,SC7-I91,
2025-09-08,,10331,3226701,,,,,1,1,2500004569667,SC7-1155,
2025-09-08,,10459,3225003,,,,,,,2500010639569,SC7-967,
2025-09-08,,10299,2051015,,,,,,,2500062189548,SC7-A71,
2025-09-08,,10507,3228662,,,,,,,2500010479554,SC7-1135,
2025-09-08,,10287,3208203,,,,,,,2500072559775,SC7-A47,
2025-09-08,,10341,3227249,,,,,,,2500019240223,SC7-A45,
2025-09-08,,10420,2058001,,,,,,,2500074954639,SC7-787,
2025-09-08,,10518,3002808,,,,,1,,2500013613207,SC7-J60,
2025-09-08,,10273,3223320,,,,,,,2500055962035,SC7-877,
2025-09-08,,10460,5555555,,,,,,,2500074713076,SC7-1231,
2025-09-08,,10352,2914486,,,,,,,2500027170963,SC7-988,
2025-09-08,,10371,3228069,,,,,1,1,2500010585514,SC7-M11,
2025-09-08,,10397,2156004,,,,,1,1,2500023552190,SC7-1177,
2025-09-08,,10232,2914226,,,,,,,2500029733289,SC7-E92,
2025-09-08,,20312,0034833,,,,,,,2500036875637,SC7-F96,
2025-09-08,,10232,2232006,,,,,,,2500015621293,SC7-E92,
2025-09-08,,10481,3228763,,,,,,,2500012788395,SC7-I96,
2025-09-08,,２1038,3221447,,,,,,,2500072643238,SC7-M08,
2025-09-08,,10522,5555555,,,,,1,,2500044738092,SC7-K04,
2025-09-08,,10530,3228271,,,,,1,,2500026627086,SC7-L09,
2025-09-08,,10308,3220429,,,,,,,2500075020975,SC7-J05,
2025-09-08,,10445,3225402,,,,,,,2500041015776,SC7-A49,
2025-09-08,,20263,1005780,,,,,,,2500080370089,SC7-D81,
2025-09-08,,2 (40,5555555,,,,,1,1,2500077162635,SC7-1581,
2025-09-08,,10515,3224884,,,,,,,2500054591137,SC7-J38,
2025-09-08,,10368,3227065,,,,,,,2500061645663,SC7-J64,
2025-09-08,,10482,3227450,,,,,,,2500064781528,SC7-999,
2025-09-08,,10441,3211178,,,,,,,2500050847726,SC7-788,
2025-09-08,,10482,3227500,,,,,,,2500051986790,SC7-999,
2025-09-08,,10433,2123316,,,,,1,1,2500060023707,SC7-981,
2025-09-08,,10405,3227504,,,,,1,1,2500080293678,SC7-1163,
2025-09-08,,10472,3228397,,,,,,,2500044444870,SC7-A66,
2025-09-08,,10507,3228662,,,,,,,2500042195576,SC7-1135,
2025-09-08,,10482,3221800,,,,,,,2500066128369,SC7-999,
2025-09-08,,10306,3229156,,,,,1,1,2500005448848,SC7-1162,
2025-09-08,,10039,3210313,,,1,,1,1,2500017603075,SC7-E33,
2025-09-08,,10341,3227249,,,,,,,2500045765028,SC7-A45,
2025-09-08,,10362,3215988,,,,,,,2500075843383,SC7-E88,
2025-09-08,,10461,2053016,,,,,,,2500012237343,SC7-1170,
2025-09-08,,10449,2063366,,,,,1,1,2500063354013,SC7-1262,
2025-09-08,,10466,3221495,,,,,,,2500039111220,SC7-938,
2025-09-08,,10247,3223776,,,,,1,,2500006280706,SC7-937,
2025-09-08,,20286,1800790,,,,,,,2500020406441,SC7-E96,
2025-09-08,,(9268,5207719,,,,,1,,2500064473973,SC7-F31,
2025-09-08,,00046,5555555,,,,,1,,2500004242317,SC7-L94,
2025-09-08,,10299,2051015,,,,,,,2500005103471,SC7-A71,
2025-09-08,,10431,3200428,,,,,1,,2500018425324,SC7-F06,
2025-09-08,,10433,3228241,,,,,,,2500081159782,SC7-1151,
2025-09-08,,10414,3225773,,,,,,,2500061050139,SC7-J76,
2025-09-08,,20315,1003714,,,,,,,2500067231082,SC7-964,
2025-09-08,,10234,3220989,,,,,,,2500002881761,SC7-961,
2025-09-08,,10466,2910307,,,,,,,2500070701480,SC7-938,
2025-09-08,,20138,1800113,,,,,,,2500066681970,SC7-J57,
2025-09-08,,10349,3226376,,,,,,,2500073175103,SC7-1125,
2025-09-08,,10419,2115031,,,,,,,2500081453002,SC7-A83,
2025-09-08,,10369,3209329,,,,,,,2500033427594,SC7-1149,
2025-09-08,,10503,5555555,,,,,,,,,
2025-09-08,,10426,3228140,,,,,,,2500078018672,SC7-A27,
2025-09-08,,10437,2913875,,,,,,,2500006597989,SC7-1128,
2025-09-08,,10273,3223320,,,,,,,2500047812867,SC7-877,
2025-09-08,,20263,1005780,,,,,,,2500002600836,SC7-D81,
2025-09-08,,10419,2115031,,,,,,,2500055152535,SC7-A83,
2025-09-08,,10346,3226794,,,,,,,2500051391884,SC7-J75,
2025-09-08,,10493,3002240,,,,,1,,2500047324971,SC7-E98,
2025-09-08,,20316,0904944,,,,,1,1,2500044989036,SC7-J26,
2025-09-08,,10497,2096827,,,,,1,1,2500001552167,SC7-1119,
2025-09-08,,10322,2322023,,,,,,,2500062477645,SC7-971,
2025-09-08,,20231,1005941,,,,,1,1,2500004525809,SC7-J31,
2025-09-08,,10420,2135003,,,,,,,2500076126256,SC7-787,
2025-09-08,,20213,1002651,,,,,,,2500020396377,SC7-881,
2025-09-08,,20316,1006253,,,,,1,1,2500004020557,SC7-J26,
2025-09-08,,10461,2913600,,,,,,,2500021046486,SC7-1170,
2025-09-08,,10018,3002885,,,,,,,2500043084329,SC7-A84,
2025-09-08,,10515,3224884,,,,,,,2500049500885,SC7-J38,
2025-09-08,,10232,2232006,,,,,,,2500057805637,SC7-E92,
2025-09-08,,20286,1800790,,,,,,,2500006551561,SC7-M19,
2025-09-08,,10490,5555555,,,,,1,,2500020330036,SC7-A51,
2025-09-08,,10460,3228443,,,,,,,2500060245468,,
2025-09-08,,10039,3202667,,,,,,,2500068119211,SC7-M13,
2025-09-08,,10493,3002240,,,,,1,,2500000990762,SC7-E98,
2025-09-08,,10448,3229070,,,,,1,,2500074169194,SC7-1200,
2025-09-08,,10482,3225664,,,,,,,2500020389201,SC7-999,
2025-09-08,,10431,3200428,,,,,,,2500030237790,SC7-F06,
2025-09-08,,20016,0500499,,,,,,,2500000936715,SC7-F88,
2025-09-08,,10453,3226112,,,,,,,2500072858106,SC7-A34,
2025-09-08,,10058,2083330,,,,,,,2500080339932,SC7-A85,
2025-09-08,,10525,3227086,,,,,,,2500053842735,SC7-1183,
2025-09-08,,10229,3228650,,,,,1,1,2500075281987,SC7-1118,
2025-09-08,,10299,2051015,,,,,,,2500063159847,SC7-A71,
2025-09-08,,10448,3202647,,,,,1,1,2500078974145,SC7-1200,
2025-09-08,,10522,5555555,,,,,1,1,2500043623085,SC7-K04,
2025-09-08,,10281,3228541,,,,,1,1,2500062704529,SC7-A11,
2025-09-08,,10403,2081128,,,,,1,1,2500032873989,SC7-E26,
2025-09-08,,10299,3002863,,,,,,,2500040435704,SC7-A71,
2025-09-08,,10231,3222410,,,,,,,2500063652348,SC7-A16,
2025-09-08,,10196,2914215,,,,,,,2500053835560,SC7-933,
2025-09-08,,20194,0381187,,,,,1,1,2500038510574,SC7-E29,
2025-09-08,,10525,3226992,,,,,,,2500020089446,SC7-1183,
2025-09-08,,10445,3225402,,,,,,,2500006310007,SC7-1235,
2025-09-08,,10248,3222234,,,,,,,2500068764220,SC7-985,
2025-09-08,,10365,3227929,,,,,,,2500014472032,SC7-F03,
2025-09-08,,10018,3228793,,,,,1,1,2500058832403,SC7-A84,
2025-09-08,,10488,3226832,,,,,,,2500021022589,SC7-A44,
2025-09-08,,10248,3228677,,,,,,,2500003466943,SC7-985,
2025-09-08,,10505,3226800,,,,,,,2500074462134,SC7-1132,
2025-09-08,,10414,3226488,,,,,,,2500006019696,SC7-K03,
2025-09-08,,10277,2113426,,,,,1,1,2500083057673,SC7-1146,
2025-09-08,,10369,3209329,,,,,,,2500043893822,SC7-1149,
2025-09-08,,10329,5555555,,,,,1,1,2500033715691,SC7-J01,
2025-09-08,,09228,5555555,,,,,1,,2500029684185,SC7-J36,
2025-09-08,,10415,3221910,,,,,,,2500062150296,SC7-A25,
2025-09-08,,10311,2123248,,,,,,,2500030272043,SC7-A75,
2025-09-08,,10352,2914486,,,,,,,2500007646495,SC7-988,
2025-09-08,,10525,3227544,,,,,,,2500046389926,SC7-1183,
2025-09-08,,10461,2053016,,,,,,,2500010922319,SC7-1170,
2025-09-08,,10514,2913255,,,,,,,2500002300569,SC7-A68,
2025-09-08,,10232,2232006,,,,,,,2500023254483,SC7-E92,
2025-09-08,,10474,2083139,,,,,,,2500007429968,SC7-991,
2025-09-08,,10283,5555555,,,,,1,1,2500017054587,SC7-1213,
2025-09-08,,10481,3226993,,,,,,,2500076407065,SC7-771,
2025-09-08,,10460,3223982,,,,,1,1,2500031763755,SC7-996,
2025-09-08,,00046,5555555,,,,,1,,2500024645181,SC7-L94,
2025-09-08,,10309,5555555,,,,,1,1,2500059967210,SC7-1185,
2025-09-08,,10426,3228140,,,,,,,2500044187043,SC7-A27,
2025-09-08,,10282,3223078,,,,,,,2500035630473,SC7-A26,
2025-09-08,,10419,2115031,,,,,1,1,2500054918484,SC7-A83,
2025-09-08,,10482,3227450,,,,,,,2500022927135,SC7-999,
2025-09-08,,10482,3227450,,,,,,,2500049173539,SC7-999,
2025-09-08,,10275,3208170,,,,,,,2500006329801,SC7-973,
2025-09-08,,10058,2914169,,,,,,,2500065896535,SC7-A85,
2025-09-08,,10365,2128003,,,,,,,2500026405325,SC7-1181,
2025-09-08,,20228,0926905,,,,,1,1,2500008251759,SC7-J30,
2025-09-08,,10386,3221447,,,,,,,2500018708359,SC7-A76,
2025-09-08,,20312,1800712,,,,,,,2500031074035,SC7-F96,
2025-09-08,,10231,3222410,,,,,1,1,2500006617786,SC7-A16,
2025-09-08,,10352,0904448,,,,,,,2500031331060,SC7-1161,
2025-09-08,,20242,0034127,,,,,1,1,2500070989468,SC7-775,
2025-09-08,,10437,3215266,,,,,,,2500017391385,SC7-1128,
2025-09-08,,10294,2294022,,,,,,,2500038567066,SC7-1180,
2025-09-08,,10481,5555555,,,,,,,2500008508501,,
2025-09-08,,20286,1800790,,,,,,,2500032863911,SC7-M19,
2025-09-08,,10524,3221651,,,,,,,2500056804365,SC7-984,
2025-09-08,,10294,2294022,,,,,,,2500066969955,SC7-1180,
2025-09-08,,10456,3219669,,,,,1,,2500037962084,SC7-A12,
2025-09-08,,10502,3224577,,,,,1,1,2500072914093,SC7-A65,
2025-09-08,,10521,3226595,,,,,1,1,2500054037529,SC7-1123,
2025-09-08,,10453,3226112,,,,,,,2500083667896,SC7-A34,
2025-09-08,,10522,5555555,,,,,1,,2500066950151,SC7-K04,
2025-09-08,,10505,3002212,,,,,1,,2500061060206,SC7-1132,
2025-09-08,,10481,3228763,,,,,,,2500068991107,SC7-I96,
2025-09-08,,20230,1004263,,,,,,,2500066421460,SC7-F91,
2025-09-08,,10418,3210901,,,,,,,2500066748192,SC7-983,
2025-09-08,,a (23,5555555,,,,,1,1,2500012530284,SC7-1579,
2025-09-08,,10377,3214627,,,,,,,2500063688538,SC7-1134,
2025-09-08,,20316,0904944,,,,,1,1,2500082506622,SC7-J26,
2025-09-08,,10490,5555555,,,,,,,2500079478772,,
2025-09-08,,10331,5555555,,,,,,,2500009364540,,
2025-09-08,,10522,5555555,,,,,1,,2500056860231,SC7-I93,
2025-09-08,,10492,3218632,,,,,1,,2500006573921,SC7-I88,
2025-09-08,,10331,5555555,,,,,1,1,2500000720185,SC7-785,
2025-09-08,,10282,2912495,,,,,1,1,2500064484320,SC7-A26,
2025-09-08,,10331,5555555,,,,,,,2500071174184,,
2025-09-08,,10456,3225303,,,,,,,2500061067373,SC7-A12,
2025-09-08,,10420,3226758,,,,,,,2500039583768,SC7-1196,
2025-09-08,,10299,2051015,,,,,,,2500073551921,,
2025-09-08,,10512,3224032,,,,,,,2500065094429,SC7-1214,
2025-09-08,,10522,5555555,,,,,1,,2500016800116,SC7-K04,
2025-09-08,,10457,3221610,,,,,,,2500021868279,SC7-A20,
2025-09-08,,10248,3228677,,,,,,,2500071745032,SC7-985,
2025-09-08,,i (32,5555555,,,,,,,2500050837659,SC7-1580,
2025-09-08,,10508,3228064,,,,,,,2500060552399,SC7-J67,
2025-09-08,,10240,2066096,,,,,,,2500002905825,SC7-A81,
2025-09-08,,10444,3001736,,,,,1,,2500017032226,SC7-936,
2025-09-08,,09265,5208859,,,,,,,2500046335879,SC7-J29,
2025-09-08,,20242,0034127,,,,,,,2500059947410,SC7-775,
2025-09-08,,10364,2133179,,,,,,,2500038539759,SC7-977,
2025-09-08,,10377,2121170,,,,,,,2500036837000,SC7-1134,
2025-09-08,,10401,3222598,,,,,,,2500017930423,SC7-A18,
2025-09-08,,10522,5555555,,,,,,,2500081674766,SC7-I93,
2025-09-08,,10497,3002721,,,,,1,1,2500028541861,SC7-968,
2025-09-08,,10443,3213562,,,,,1,,2500015545506,SC7-A23,
2025-09-08,,10419,2115031,,,,,,,2500082004050,SC7-A83,
2025-09-08,,10494,3002727,,,,,1,,2500068109489,SC7-957,
2025-09-08,,20267,1700073,,,,,,,2500039362004,SC7-940,
2025-09-08,,20267,1700073,,,,,,,,,
2025-09-08,,10433,3228141,,,,,,,2500070625076,SC7-1151,
2025-09-08,,10240,3221985,,,,,,,2500079190957,SC7-A81,
2025-09-08,,10410,3224551,,,,,,,2500051381533,SC7-A80,
2025-09-08,,10309,5555555,,,,,1,,2500078580070,SC7-1185,
2025-09-08,,00997,5207968,,,,,1,1,2500070962157,SC7-J34,
2025-09-08,,10039,2911664,,,,,1,1,2500011427561,SC7-E33,
2025-09-08,,10494,3226297,,,,,,,2500034325790,SC7-I97,
2025-09-08,,10299,2051015,,,,,,,2500078245559,SC7-A71,
2025-09-08,,10234,3221132,,,,,,,2500048149948,SC7-1197,
2025-09-08,,２1038,3215970,,,,,,,2500052666783,SC7-M08,
2025-09-08,,10316,2913333,,,,,,,2500020689479,SC7-1274,
2025-09-08,,10273,3223320,,,,,,,2500001495556,SC7-877,
2025-09-08,,00891,5203315,,,,,1,1,2500038807773,SC7-F17,
2025-09-08,,10370,3000084,,,,,,,2500039920846,SC7-A05,
2025-09-08,,10390,3225746,,,,,,,2500069308386,SC7-A67,
2025-09-08,,10294,2294022,,,,,,,2500040447714,SC7-1180,
2025-09-08,,10531,3228893,,,,,,,2500025149817,SC7-1572,
2025-09-08,,10397,3228030,,,,,,,2500061116354,SC7-A72,
2025-09-08,,10524,3225825,,,,,,,2500072062312,SC7-984,
2025-09-08,,10521,3227585,,,,,,,2500044120705,SC7-J63,
2025-09-08,,10331,3226611,,,,,,,2500004786477,SC7-1155,
2025-09-08,,10529,3227943,,,,,1,,2500038232827,SC7-1154,
2025-09-08,,20247,1006414,,,,,,,2500076598954,SC7-J51,
2025-09-08,,10529,3215785,,,,,,,2500046345946,SC7-1154,
2025-09-08,,20170,1800729,,,,,1,,2500017325168,SC7-J28,
2025-09-08,,20286,1800790,,,,,,,2500078051389,SC7-M19,
2025-09-08,,10297,2911461,,,,,1,1,2500024591259,SC7-E32,
2025-09-08,,10329,5555555,,,,,1,,2500028076332,SC7-A30,
2025-09-08,,20247,1006414,,,,,,,2500007927587,SC7-J51,
2025-09-08,,10368,3227065,,,,,,,2500051435748,SC7-J64,
2025-09-08,,10327,2910421,,,,,,,2500008281626,SC7-928,
2025-09-08,,00997,5207968,,,,,1,1,2500028327274,SC7-J34,
2025-09-08,,10502,3224577,,,,,1,1,2500011471427,SC7-A65,
2025-09-08,,10525,3227086,,,,,,,2500045210795,SC7-1183,
2025-09-08,,10519,3002791,,,,,,,2500078543723,SC7-J61,
2025-09-08,,10459,3215661,,,,,1,1,2500082292037,SC7-967,
2025-09-08,,10294,2294022,,,,,,,2500072838306,SC7-1180,
2025-09-08,,10294,2294022,,,,,,,2500028357141,SC7-1180,
2025-09-08,,10299,3224769,,,,,,,2500028003109,SC7-M03,
2025-09-08,,20263,1005780,,,,,,,2500069830252,SC7-D81,
2025-09-08,,10382,3227393,,,,,,,2500060264414,SC7-I90,
2025-09-08,,20001,0500560,,,,,,,2500033976702,SC7-J56,
2025-09-08,,10520,3215036,,,,,,,2500074122779,SC7-J62,
2025-09-08,,10507,3002608,,,,,,,2500021036418,SC7-1135,
2025-09-08,,10419,2115031,,,,,,,2500028280852,,
2025-09-08,,10058,2085151,,,,,,,2500002917835,SC7-A85,
2025-09-08,, 9140,5555555,,,,,1,1,2500050352824,SC7-A39,
2025-09-08,,o (71,5555555,,,,,,,2500061348182,SC7-1584,
2025-09-08,,10415,3221910,,,,,,,2500006880852,SC7-A25,
2025-09-08,,10196,3214970,,,,,,,2500056794017,SC7-933,
2025-09-08,,10460,5555555,,,,,,,2500074934839,SC7-1231,
2025-09-08,,10495,3002316,,,,,1,1,2500073594089,SC7-946,
2025-09-08,,10461,2053016,,,,,,,2500074945187,SC7-1170,
2025-09-08,,10331,5555555,,,,,1,1,2500058076210,SC7-1249,
2025-09-08,,10502,3224577,,,,,1,1,2500082302101,SC7-A65,
2025-09-08,,10437,3215266,,,,,,,2500043588834,SC7-1128,
2025-09-08,,10198,2075192,,,,,1,1,2500081721187,SC7-882,
